query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,rating,review_id,author_link,author_title,author_id,author_image,review_text,review_img_url,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id
"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.0907999,15z/data=!4m11!1m2!2m1!1sheb!3m7!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.081731!9m1!1b1!15sCgNoZWIiA4gBAVoFIgNoZWKSAQ1ncm9jZXJ5X3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU54YkRjelNXVlJFQUU",H-E-B,0x865b46993b38bb69:0x92afa54a79f99827,ChIJabs4O5lGW4YRJ5j5eUqlr5I,"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.08173099999999,14z/data=!4m8!1m2!2m1!1sH-E-B!3m4!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.08173099999999",https://search.google.com/local/reviews?placeid=ChIJabs4O5lGW4YRJ5j5eUqlr5I&q=H-E-B&authuser=0&hl=en&gl=UA,"{""1"": 43, ""2"": 30, ""3"": 105, ""4"": 310, ""5"": 977}",4.5,ChZDSUhNMG9nS0VJQ0FnSUNXNnFHY1pBEAE,https://www.google.com/maps/contrib/111862699980729885703?hl=en-US,Chris Francis,111862699980729885703,https://lh3.googleusercontent.com/a/AATXAJwQKWB_B13rDkIXbCm5e_FQai6aexIE9MedZx6o=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"Hello
I’ve have shopped at the HEB in Dripping Springs since they have opened a few years ago.   I have always been treated very well here with the exception of a certain cashier named Diana.   I have had the extreme displeasure of having Diana as my cashier three times.   Each time she has been nothing but extremely rude , curt , and disrespectful to me and my family.    I have never been treated so poorly at any HEB.   Each time this has happened, I have respectfully communicated the issues with HEB management , they seem baffled and claim they have will end the problem.   Seems like management has no problem with Diana and her style of being rude to people.    Diana should flip burgers instead of working with customers.  I will take my business elsewhere.   I can afford it.",https://lh3.googleusercontent.com/a/AATXAJwQKWB_B13rDkIXbCm5e_FQai6aexIE9MedZx6o,"Hi, Chris. We value hearing from our customers to know what we could be doing better. If you'd like to follow up with us, please call us at 1-800-432-3113 from 8 am to 5 pm (Monday - Friday) to speak with a Partner.",1645657506.0,02/23/2022 23:05:06,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s111862699980729885703!2s0x0:0x92afa54a79f99827?hl=en-US,1,1645656840,02/23/2022 22:54:00,0,-7876895483955144665
"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.0907999,15z/data=!4m11!1m2!2m1!1sheb!3m7!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.081731!9m1!1b1!15sCgNoZWIiA4gBAVoFIgNoZWKSAQ1ncm9jZXJ5X3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU54YkRjelNXVlJFQUU",H-E-B,0x865b46993b38bb69:0x92afa54a79f99827,ChIJabs4O5lGW4YRJ5j5eUqlr5I,"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.08173099999999,14z/data=!4m8!1m2!2m1!1sH-E-B!3m4!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.08173099999999",https://search.google.com/local/reviews?placeid=ChIJabs4O5lGW4YRJ5j5eUqlr5I&q=H-E-B&authuser=0&hl=en&gl=UA,"{""1"": 43, ""2"": 30, ""3"": 105, ""4"": 310, ""5"": 977}",4.5,ChZDSUhNMG9nS0VJQ0FnSURXbzlXMmV3EAE,https://www.google.com/maps/contrib/114879078015462941576?hl=en-US,James Mendoza,114879078015462941576,https://lh3.googleusercontent.com/a-/AOh14GhAqNAILEjG5_jZgHuCAXcK0AgYW1AQAYmLTXo6Tg=s120-c-c0x00000000-cc-rp-mo-br100,"The last bagger I encountered threw my produce (apples, potatoes, onions) into random bags when they slipped out of the conveyor belt - I only noticed when I saw an empty produce bag with onion skins shoved to the side. I asked her can I have that (to show her manager) and she THREW it at me. Management needs to get after the younger cashiers and baggers (this coming from a 22 year old with manners) - oh yeah, and expect side eyes, being on their phone while at cashier, and overstuffing the bags. Awful customer service.",https://lh3.googleusercontent.com/a-/AOh14GhAqNAILEjG5_jZgHuCAXcK0AgYW1AQAYmLTXo6Tg,We are concerned about what you experienced in-store and want to follow up with you. Please call us at your earliest convenience at 1-800-432-3113. Our Partners will be available Monday – Friday from 8 a.m. to 5 p.m. CST to help look into this matter.,1648920380.0,04/02/2022 17:26:20,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s114879078015462941576!2s0x0:0x92afa54a79f99827?hl=en-US,1,1648919471,04/02/2022 17:11:11,0,-7876895483955144665
"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.0907999,15z/data=!4m11!1m2!2m1!1sheb!3m7!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.081731!9m1!1b1!15sCgNoZWIiA4gBAVoFIgNoZWKSAQ1ncm9jZXJ5X3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU54YkRjelNXVlJFQUU",H-E-B,0x865b46993b38bb69:0x92afa54a79f99827,ChIJabs4O5lGW4YRJ5j5eUqlr5I,"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.08173099999999,14z/data=!4m8!1m2!2m1!1sH-E-B!3m4!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.08173099999999",https://search.google.com/local/reviews?placeid=ChIJabs4O5lGW4YRJ5j5eUqlr5I&q=H-E-B&authuser=0&hl=en&gl=UA,"{""1"": 43, ""2"": 30, ""3"": 105, ""4"": 310, ""5"": 977}",4.5,ChdDSUhNMG9nS0VJQ0FnSUM2X2VTaXJRRRAB,https://www.google.com/maps/contrib/113694718171073154343?hl=en-US,Scott Sellers,113694718171073154343,https://lh3.googleusercontent.com/a-/AOh14GgS2ucZTnOIwOm0F2FW-DYN-9k9ExEOqErDu-oDyw=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"its HEB, but this location is just okay! Managers just sit around, lines, super slow, as busy as this HEB is, you think they would be fully staffed. This HEB really needs help. Poorly managed store. Called the store and the girl at the CS desk suggested I come early in the AM, when the typical American is working. Really helpful. Thanks.

EDIT: wow this HEB is really really bad.",https://lh3.googleusercontent.com/a-/AOh14GgS2ucZTnOIwOm0F2FW-DYN-9k9ExEOqErDu-oDyw,"Thank you for letting us know what you experienced, Scott. Knowing what we can be doing better helps us improve. If you’d like to discuss this further, please give us a call at 1-800-432-3113 from 8 a.m. to 5 p.m. CST.",1641344327.0,01/05/2022 00:58:47,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s113694718171073154343!2s0x0:0x92afa54a79f99827?hl=en-US,1,1649374503,04/07/2022 23:35:03,0,-7876895483955144665
"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.0907999,15z/data=!4m11!1m2!2m1!1sheb!3m7!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.081731!9m1!1b1!15sCgNoZWIiA4gBAVoFIgNoZWKSAQ1ncm9jZXJ5X3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU54YkRjelNXVlJFQUU",H-E-B,0x865b46993b38bb69:0x92afa54a79f99827,ChIJabs4O5lGW4YRJ5j5eUqlr5I,"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.08173099999999,14z/data=!4m8!1m2!2m1!1sH-E-B!3m4!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.08173099999999",https://search.google.com/local/reviews?placeid=ChIJabs4O5lGW4YRJ5j5eUqlr5I&q=H-E-B&authuser=0&hl=en&gl=UA,"{""1"": 43, ""2"": 30, ""3"": 105, ""4"": 310, ""5"": 977}",4.5,ChZDSUhNMG9nS0VJQ0FnSUNHMDh5cGR3EAE,https://www.google.com/maps/contrib/103530624829530943896?hl=en-US,Ryan Sellers,103530624829530943896,https://lh3.googleusercontent.com/a/AATXAJx5DD6clzpfcvntDkJhaZ-qFomp60APdTpF4Na_=s120-c-c0x00000000-cc-rp-mo-br100,"Because of your managers and the cashier named Diana , I will now drive to Wimberley Texas to do my grocery shopping.    I will go to brookshire brothers.   I will gladly drive the 30 extra minutes to avoid rude cashiers like Diana , whom has now zero Skills in being friendly and lazy managers that just observe and laugh and giggle instead of getting their hands dirty and help the staff.",https://lh3.googleusercontent.com/a/AATXAJx5DD6clzpfcvntDkJhaZ-qFomp60APdTpF4Na_,"Hello Ryan and thanks for writing to us. We’re sorry to see this and would like to follow up with you. At your convenience, please give us a call at 1-800-432-3113 from 8 a.m. to 5 p.m. CST and one of our Partners will be able to help.",1636399481.0,11/08/2021 19:24:41,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s103530624829530943896!2s0x0:0x92afa54a79f99827?hl=en-US,1,1636397909,11/08/2021 18:58:29,0,-7876895483955144665
"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.0907999,15z/data=!4m11!1m2!2m1!1sheb!3m7!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.081731!9m1!1b1!15sCgNoZWIiA4gBAVoFIgNoZWKSAQ1ncm9jZXJ5X3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU54YkRjelNXVlJFQUU",H-E-B,0x865b46993b38bb69:0x92afa54a79f99827,ChIJabs4O5lGW4YRJ5j5eUqlr5I,"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.08173099999999,14z/data=!4m8!1m2!2m1!1sH-E-B!3m4!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.08173099999999",https://search.google.com/local/reviews?placeid=ChIJabs4O5lGW4YRJ5j5eUqlr5I&q=H-E-B&authuser=0&hl=en&gl=UA,"{""1"": 43, ""2"": 30, ""3"": 105, ""4"": 310, ""5"": 977}",4.5,ChdDSUhNMG9nS0VJQ0FnSURpNHRlTTZ3RRAB,https://www.google.com/maps/contrib/114338342096868083338?hl=en-US,b mann,114338342096868083338,https://lh3.googleusercontent.com/a-/AOh14Ggk_jiHfuaM6GSjQgIVCidBCh4K0sdjlWMIFWfj=s120-c-c0x00000000-cc-rp-mo-ba3-br100,They have these store coupons and they never work at check out. Then I get adtide from the cashiers. You dont like working there leave otherwise learn what then term customer service means. Not to mention the inability to get help finding things. HEB has lost their way Location,https://lh3.googleusercontent.com/a-/AOh14Ggk_jiHfuaM6GSjQgIVCidBCh4K0sdjlWMIFWfj,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s114338342096868083338!2s0x0:0x92afa54a79f99827?hl=en-US,1,1606761462,11/30/2020 18:37:42,0,-7876895483955144665
"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.0907999,15z/data=!4m11!1m2!2m1!1sheb!3m7!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.081731!9m1!1b1!15sCgNoZWIiA4gBAVoFIgNoZWKSAQ1ncm9jZXJ5X3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU54YkRjelNXVlJFQUU",H-E-B,0x865b46993b38bb69:0x92afa54a79f99827,ChIJabs4O5lGW4YRJ5j5eUqlr5I,"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.08173099999999,14z/data=!4m8!1m2!2m1!1sH-E-B!3m4!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.08173099999999",https://search.google.com/local/reviews?placeid=ChIJabs4O5lGW4YRJ5j5eUqlr5I&q=H-E-B&authuser=0&hl=en&gl=UA,"{""1"": 43, ""2"": 30, ""3"": 105, ""4"": 310, ""5"": 977}",4.5,ChZDSUhNMG9nS0VJQ0FnSUNjNjZxVlVBEAE,https://www.google.com/maps/contrib/111767542899150379497?hl=en-US,Mary Ridenhour,111767542899150379497,https://lh3.googleusercontent.com/a-/AOh14Gj19tS9Z7iKV3WMOq2ONCv_Mp2YIymYykSfjn4f=s120-c-c0x00000000-cc-rp-mo-br100,"This latest revelation is a deal-killer. The store was overrun with shoppers, no masks, all their kids running wild up and down the crowded aisles. While the management may simply not be prepared to regulate the shoppers, they could regulate their own practices during this horrific time. None of the checkers had masks or gloves. Social distancing was unheard of. No sanitizer that was readily available for customers' hands. It was a cesspool of defiance regarding safe practices. Thank goodness it's only a 30-minute drive into Austin. Just called Sprouts and verified that all checkers and shelf stockers are wearing the basics of masks and gloves. Oh, yes, they are. Distancing is strictly enforced. Funny what 20 miles can do. I'll be happy to keep Austin weird.",https://lh3.googleusercontent.com/a-/AOh14Gj19tS9Z7iKV3WMOq2ONCv_Mp2YIymYykSfjn4f,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s111767542899150379497!2s0x0:0x92afa54a79f99827?hl=en-US,1,1586625198,04/11/2020 17:13:18,2,-7876895483955144665
"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.0907999,15z/data=!4m11!1m2!2m1!1sheb!3m7!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.081731!9m1!1b1!15sCgNoZWIiA4gBAVoFIgNoZWKSAQ1ncm9jZXJ5X3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU54YkRjelNXVlJFQUU",H-E-B,0x865b46993b38bb69:0x92afa54a79f99827,ChIJabs4O5lGW4YRJ5j5eUqlr5I,"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.08173099999999,14z/data=!4m8!1m2!2m1!1sH-E-B!3m4!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.08173099999999",https://search.google.com/local/reviews?placeid=ChIJabs4O5lGW4YRJ5j5eUqlr5I&q=H-E-B&authuser=0&hl=en&gl=UA,"{""1"": 43, ""2"": 30, ""3"": 105, ""4"": 310, ""5"": 977}",4.5,ChdDSUhNMG9nS0VJQ0FnSURBODgzZWhnRRAB,https://www.google.com/maps/contrib/113190500082369560200?hl=en-US,Jacque Morgan,113190500082369560200,https://lh3.googleusercontent.com/a/AATXAJxK812FCIxyPiVZhvG8OkQppanug_eMhIHKnICJ=s120-c-c0x00000000-cc-rp-mo-br100,"Worst HEB EVER. I GO in with list of 8 normal things and they are out of 4 of them. They have stocked with overkill on HEB products and done away with name brands. Produce is AWFUL. They say everything will be great when Curbside shopping comes in. WHAT A JOKE! There is not one person I know that wants one of the workers picking out their groceries. Can not wait until a different grocery store is built in Dripping Springs. Maybe then and ONLY then, this store will get their act together.",https://lh3.googleusercontent.com/a/AATXAJxK812FCIxyPiVZhvG8OkQppanug_eMhIHKnICJ,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s113190500082369560200!2s0x0:0x92afa54a79f99827?hl=en-US,1,1508108998,10/15/2017 23:09:58,1,-7876895483955144665
"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.0907999,15z/data=!4m11!1m2!2m1!1sheb!3m7!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.081731!9m1!1b1!15sCgNoZWIiA4gBAVoFIgNoZWKSAQ1ncm9jZXJ5X3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU54YkRjelNXVlJFQUU",H-E-B,0x865b46993b38bb69:0x92afa54a79f99827,ChIJabs4O5lGW4YRJ5j5eUqlr5I,"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.08173099999999,14z/data=!4m8!1m2!2m1!1sH-E-B!3m4!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.08173099999999",https://search.google.com/local/reviews?placeid=ChIJabs4O5lGW4YRJ5j5eUqlr5I&q=H-E-B&authuser=0&hl=en&gl=UA,"{""1"": 43, ""2"": 30, ""3"": 105, ""4"": 310, ""5"": 977}",4.5,ChRDSUhNMG9nS0VJQ0FnSUNRek9rTRAB,https://www.google.com/maps/contrib/107965759237160537636?hl=en-US,jody lindig,107965759237160537636,https://lh3.googleusercontent.com/a-/AOh14GjUly4wzFoLfbAmnfXQhn0AbWjnSdrhLc8gOcyg=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"This store is nasty,cluttered,does not have room for qll the products you are trying to sell. You can't find what you want,Sorry but this store needs a remotel and makeover. The prices are outrageous, milk is $1.78 at our HEB in Mont Belvieu, you want $2.98-$3.98. Your sushi bar had no product at 630pm, only 5-6 items. SAD",https://lh3.googleusercontent.com/a-/AOh14GjUly4wzFoLfbAmnfXQhn0AbWjnSdrhLc8gOcyg,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s107965759237160537636!2s0x0:0x92afa54a79f99827?hl=en-US,1,1536969536,09/14/2018 23:58:56,2,-7876895483955144665
"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.0907999,15z/data=!4m11!1m2!2m1!1sheb!3m7!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.081731!9m1!1b1!15sCgNoZWIiA4gBAVoFIgNoZWKSAQ1ncm9jZXJ5X3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU54YkRjelNXVlJFQUU",H-E-B,0x865b46993b38bb69:0x92afa54a79f99827,ChIJabs4O5lGW4YRJ5j5eUqlr5I,"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.08173099999999,14z/data=!4m8!1m2!2m1!1sH-E-B!3m4!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.08173099999999",https://search.google.com/local/reviews?placeid=ChIJabs4O5lGW4YRJ5j5eUqlr5I&q=H-E-B&authuser=0&hl=en&gl=UA,"{""1"": 43, ""2"": 30, ""3"": 105, ""4"": 310, ""5"": 977}",4.5,ChdDSUhNMG9nS0VJQ0FnSUNndVBqWV93RRAB,https://www.google.com/maps/contrib/106189401818029522706?hl=en-US,Edi Davila,106189401818029522706,https://lh3.googleusercontent.com/a/AATXAJxfZL-QQYXBBfxOrHNqGIc8u8yI9ga0NiUAXJX9=s120-c-c0x00000000-cc-rp-mo-br100,"It was annoying. Been waiting... For days!  To pick up an RX. Kept being told: We're waiting for call back from your Dr to refill... However, they had sent their request to a  Dr that retired last year. We have given the pharmacy the new RX and new Dr's contact info on several occasions. But, HEB pharmacy now says they have no info or RX from our current Dr. So here we go again. Have to get a new RX.... Again!  So, perhaps you can feel our frustration. Thank you!
2",https://lh3.googleusercontent.com/a/AATXAJxfZL-QQYXBBfxOrHNqGIc8u8yI9ga0NiUAXJX9,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s106189401818029522706!2s0x0:0x92afa54a79f99827?hl=en-US,1,1505835650,09/19/2017 15:40:50,0,-7876895483955144665
"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.0907999,15z/data=!4m11!1m2!2m1!1sheb!3m7!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.081731!9m1!1b1!15sCgNoZWIiA4gBAVoFIgNoZWKSAQ1ncm9jZXJ5X3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU54YkRjelNXVlJFQUU",H-E-B,0x865b46993b38bb69:0x92afa54a79f99827,ChIJabs4O5lGW4YRJ5j5eUqlr5I,"https://www.google.com/maps/place/H-E-B/@30.1900379,-98.08173099999999,14z/data=!4m8!1m2!2m1!1sH-E-B!3m4!1s0x865b46993b38bb69:0x92afa54a79f99827!8m2!3d30.1900379!4d-98.08173099999999",https://search.google.com/local/reviews?placeid=ChIJabs4O5lGW4YRJ5j5eUqlr5I&q=H-E-B&authuser=0&hl=en&gl=UA,"{""1"": 43, ""2"": 30, ""3"": 105, ""4"": 310, ""5"": 977}",4.5,ChdDSUhNMG9nS0VJQ0FnSUNBM052WDJRRRAB,https://www.google.com/maps/contrib/103258446594470118069?hl=en-US,Robin,103258446594470118069,https://lh3.googleusercontent.com/a-/AOh14GgAfKKfAurEtmVY6s_l9fjhyerZGcSyhfSzWpWL9Q=s120-c-c0x00000000-cc-rp-mo-ba4-br100,This is by far the worst HEB in the Hill Country area. Marble Falls (new store) is the best one. Next would be Bulverde. Then I would have to say Fredericksburg. The HEB in Dripping Springs is garbage.,https://lh3.googleusercontent.com/a-/AOh14GgAfKKfAurEtmVY6s_l9fjhyerZGcSyhfSzWpWL9Q,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s103258446594470118069!2s0x0:0x92afa54a79f99827?hl=en-US,1,1534039919,08/12/2018 02:11:59,2,-7876895483955144665
